title,totalComments,totalLines,totalViews,totalVotes,versionNumber,aceLanguageName,author.displayName,author.performanceTier,medal,categories,isNotebook,languageName,hasCollaborators,lastRunExecutionTimeSeconds,lastRunTime,scriptVersionDateCreated
Basic EDA +  Data Visualization 🧠  ,61,287,28779,463,11,python,Marco Vasquez E,3,gold,"[{'competitionCount': 7, 'datasetCount': 402, 'name': 'computer vision', 'description': None, 'totalCount': 1304, 'scriptCount': 895, 'fullPath': 'technique > computer vision', 'listingUrl': None, 'tagUrl': '/tags/image-processing', 'id': 13207, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 85, 'datasetCount': 1237, 'name': 'image data', 'description': None, 'totalCount': 2318, 'scriptCount': 996, 'fullPath': 'data type > image data', 'listingUrl': None, 'tagUrl': '/tags/image-data', 'id': 14102, 'isInherited': False}]",TRUE,Python,FALSE,182,2019-09-28,2019-09-28
Linear-Regression-Sample,0,125,37,2,2,python,Le Phu Tran,0,,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,TRUE,23,2020-10-13,2020-10-13
Simple Exploration Notebook - Elo,77,370,26191,460,12,python,SRK,4,gold,[],TRUE,Python,FALSE,142,2018-11-28,2018-11-28
Pseudo Labeling - QDA - [0.969],96,153,23554,459,3,python,Chris Deotte,4,gold,[],TRUE,Python,FALSE,160,2019-06-05,2019-06-05
200 Magical Models - Santander - [0.920],173,299,24069,459,4,python,Chris Deotte,4,gold,[],TRUE,Python,FALSE,18385,2019-04-11,2019-04-11
Predicting Employee Kernelover,185,1,64745,459,150,python,randy lao,1,gold,"[{'competitionCount': 2, 'datasetCount': 13977, 'name': 'business', 'description': 'Businesses are organizational entities that drive economic activity. Explore the inner workings of things like HR practices, product sales, and customer happiness in these competitions, kernels, and datasets.', 'totalCount': 14165, 'scriptCount': 186, 'fullPath': 'topic > people and society > business', 'listingUrl': None, 'tagUrl': '/tags/business', 'id': 11102, 'isInherited': False}, {'competitionCount': 4, 'datasetCount': 1641, 'name': 'finance', 'description': ""The finance tag covers datasets and kernels about money and investing. If you need to test some new cryptocurrency investment strategies or ward off those pesky credit card fraud enthusiasts, then you've come to the right place."", 'totalCount': 2177, 'scriptCount': 532, 'fullPath': 'topic > people and society > business > finance', 'listingUrl': None, 'tagUrl': '/tags/finance', 'id': 11108, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,74,2018-01-05,2018-01-05
Introduction to Sound Event Detection,142,1385,26822,447,3,python,Hidehisa Arai,3,gold,"[{'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 80, 'name': 'audio data', 'description': 'In digital audio, the sound wave of the audio signal is encoded as numerical samples in continuous sequence. Ride that wave over to a dataset with this tag to analyze some audio!', 'totalCount': 174, 'scriptCount': 92, 'fullPath': 'data type > audio data', 'listingUrl': None, 'tagUrl': '/tags/audio-data', 'id': 16072, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,2452,2020-08-14,2020-08-14
Simple Exploration Notebook - 2σ Connect,69,421,34439,457,10,python,SRK,4,gold,"[{'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,896,2017-02-10,2017-02-10
Intro APTOS Diabetic Retinopathy (EDA & Starter),36,292,24965,456,8,python,ilovescience,3,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 825, 'name': 'classification', 'description': None, 'totalCount': 8695, 'scriptCount': 7868, 'fullPath': 'technique > classification', 'listingUrl': None, 'tagUrl': '/tags/classification', 'id': 13302, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,8585,2019-07-03,2019-07-03
Wiki Traffic Forecast Exploration - WTF EDA,80,1038,76131,456,52,markdown,Heads or Tails,4,gold,"[{'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",FALSE,R,FALSE,634,2020-02-11,2020-02-11
Intro to Recurrent Neural Networks LSTM | GRU,70,256,48304,445,16,python,Siddharth Yadav,3,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 125, 'name': 'neural networks', 'description': None, 'totalCount': 1841, 'scriptCount': 1716, 'fullPath': 'technique > neural networks', 'listingUrl': None, 'tagUrl': '/tags/neural-networks', 'id': 13407, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'lstm', 'description': None, 'totalCount': 655, 'scriptCount': 618, 'fullPath': 'technique > neural networks > lstm', 'listingUrl': None, 'tagUrl': '/tags/lstm', 'id': 13410, 'isInherited': False}]",TRUE,Python,FALSE,2427,2018-11-01,2018-11-01
Candidate Generation and LUNA16 preprocessing,116,425,76484,455,62,python,ArnavJain,0,gold,"[{'competitionCount': 0, 'datasetCount': 5, 'name': 'advanced', 'description': None, 'totalCount': 123, 'scriptCount': 118, 'fullPath': 'audience > advanced', 'listingUrl': None, 'tagUrl': '/tags/advanced', 'id': 13104, 'isInherited': False}, {'competitionCount': 7, 'datasetCount': 402, 'name': 'computer vision', 'description': None, 'totalCount': 1304, 'scriptCount': 895, 'fullPath': 'technique > computer vision', 'listingUrl': None, 'tagUrl': '/tags/image-processing', 'id': 13207, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}]",TRUE,Python,FALSE,189,2017-04-11,2017-04-11
CORD Research Engine - Search and Similarity,65,633,38556,454,121,python,DwightGunning,0,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 186, 'name': 'data cleaning', 'description': None, 'totalCount': 4594, 'scriptCount': 4408, 'fullPath': 'analysis > data cleaning', 'listingUrl': None, 'tagUrl': '/tags/data-cleaning', 'id': 13202, 'isInherited': False}, {'competitionCount': 5, 'datasetCount': 824, 'name': 'nlp', 'description': None, 'totalCount': 3181, 'scriptCount': 2352, 'fullPath': 'analysis > nlp', 'listingUrl': None, 'tagUrl': '/tags/nlp', 'id': 13204, 'isInherited': False}]",TRUE,Python,FALSE,275,2020-05-15,2020-05-15
A Detailed Explanation of Keras Embedding Layer,34,204,65208,454,5,python,Raj Mehrotra,2,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 5, 'datasetCount': 824, 'name': 'nlp', 'description': None, 'totalCount': 3181, 'scriptCount': 2352, 'fullPath': 'analysis > nlp', 'listingUrl': None, 'tagUrl': '/tags/nlp', 'id': 13204, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}, {'competitionCount': 34, 'datasetCount': 527, 'name': 'text data', 'description': None, 'totalCount': 1460, 'scriptCount': 899, 'fullPath': 'data type > text data', 'listingUrl': None, 'tagUrl': '/tags/text-data', 'id': 14104, 'isInherited': False}]",TRUE,Python,FALSE,12,2019-01-06,2019-01-06
Market Basket Analysis ,106,578,75873,444,39,markdown,Xavier,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",FALSE,R,FALSE,27,2020-10-14,2020-05-02
Topic 9. Part 1. Time series analysis in Python,47,1205,108138,444,2,python,Yury Kashnitsky,3,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 13, 'name': 'learn', 'description': 'Kaggle Learn content', 'totalCount': 363, 'scriptCount': 350, 'fullPath': 'admin > learn course', 'listingUrl': None, 'tagUrl': '/tags/learn', 'id': 16002, 'isInherited': False}]",TRUE,Python,FALSE,310,2019-06-16,2019-06-16
Predicting flight delays [Tutorial],87,1,121604,454,62,python,FabienDaniel,3,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,440,2017-10-03,2017-10-03
TalkingData EDA plus time patterns,58,1,37465,452,4,python,yulia,1,gold,[],TRUE,Python,FALSE,165,2018-03-08,2018-03-08
Data Cleaning Challenge: Scale and Normalize Data,246,1,81090,441,4,python,Rachael Tatman,4,gold,"[{'competitionCount': 0, 'datasetCount': 3, 'name': 'dailychallenge', 'description': 'Kaggle daily challenge content', 'totalCount': 1413, 'scriptCount': 1410, 'fullPath': 'admin > initiatives > dailychallenge', 'listingUrl': None, 'tagUrl': '/tags/dailychallenge', 'id': 15001, 'isInherited': False}]",TRUE,Python,FALSE,16,2018-03-30,2018-03-30
Vowpal Wabbit tutorial: blazingly fast learning,31,755,27542,451,11,python,Yury Kashnitsky,3,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 5, 'datasetCount': 824, 'name': 'nlp', 'description': None, 'totalCount': 3181, 'scriptCount': 2352, 'fullPath': 'analysis > nlp', 'listingUrl': None, 'tagUrl': '/tags/nlp', 'id': 13204, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 121, 'name': 'linear regression', 'description': None, 'totalCount': 1610, 'scriptCount': 1489, 'fullPath': 'technique > regression > linear regression', 'listingUrl': None, 'tagUrl': '/tags/linear-regression', 'id': 13405, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 13, 'name': 'learn', 'description': 'Kaggle Learn content', 'totalCount': 363, 'scriptCount': 350, 'fullPath': 'admin > learn course', 'listingUrl': None, 'tagUrl': '/tags/learn', 'id': 16002, 'isInherited': False}]",TRUE,Python,FALSE,322,2020-04-26,2020-04-26
A complete ML pipeline (Fast.ai),127,852,56834,450,16,python,Joni Juvonen,2,gold,"[{'competitionCount': 7, 'datasetCount': 402, 'name': 'computer vision', 'description': None, 'totalCount': 1304, 'scriptCount': 895, 'fullPath': 'technique > computer vision', 'listingUrl': None, 'tagUrl': '/tags/image-processing', 'id': 13207, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,22580,2019-03-06,2019-03-06
SQL Scavenger Hunt Handbook,221,1,49324,439,13,python,Rachael Tatman,4,gold,"[{'competitionCount': 0, 'datasetCount': 66, 'name': 'bigquery', 'description': None, 'totalCount': 437, 'scriptCount': 371, 'fullPath': 'data type > bigquery', 'listingUrl': None, 'tagUrl': '/tags/bigquery', 'id': 14106, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 3, 'name': 'dailychallenge', 'description': 'Kaggle daily challenge content', 'totalCount': 1413, 'scriptCount': 1410, 'fullPath': 'admin > initiatives > dailychallenge', 'listingUrl': None, 'tagUrl': '/tags/dailychallenge', 'id': 15001, 'isInherited': False}]",TRUE,Python,FALSE,15,2018-02-21,2018-02-21
EDA & Ensemble Model (Top 10 Percentile) ,42,0,69890,439,12,python,Vivek Srinivasan,2,gold,[],TRUE,Python,FALSE,1337,2017-04-23,2017-04-23
MOA competition,0,243,14,0,5,python,Haodong Liu,1,,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,TRUE,72,2020-10-14,2020-10-14
Choose Heart over Mind,30,300,2661,73,59,python,Binu ,3,silver,"[{'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 66, 'name': 'logistic regression', 'description': None, 'totalCount': 1623, 'scriptCount': 1557, 'fullPath': 'technique > regression > logistic regression', 'listingUrl': None, 'tagUrl': '/tags/logistic-regression', 'id': 13404, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 444, 'name': 'heart conditions', 'description': None, 'totalCount': 509, 'scriptCount': 65, 'fullPath': 'topic > health and fitness > health > health conditions > heart conditions', 'listingUrl': None, 'tagUrl': '/tags/heart-and-hypertension', 'id': 16388, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,29,2020-10-13,2020-10-13
[KaKr] 탐색적 데이터 분석(EDA) 설명 + 예시,0,300,119,7,3,python,Subin An,3,bronze,"[{'competitionCount': 0, 'datasetCount': 2039, 'name': 'exercise', 'description': 'Drop and give me 100 gigabytes of push-ups, print out the summary statistics 15 times, then train your model for 50 epochs!', 'totalCount': 2189, 'scriptCount': 150, 'fullPath': 'topic > health and fitness > exercise', 'listingUrl': None, 'tagUrl': '/tags/exercise', 'id': 4130, 'isInherited': False}, {'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,22,2020-10-13,2020-10-13
Data Science for tabular data: Advanced Techniques,58,966,15473,410,51,python,Vitalii Mokin,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 825, 'name': 'classification', 'description': None, 'totalCount': 8695, 'scriptCount': 7868, 'fullPath': 'technique > classification', 'listingUrl': None, 'tagUrl': '/tags/classification', 'id': 13302, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}]",TRUE,Python,FALSE,10,2020-10-11,2020-10-11
Pulmonary Dicom Preprocessing,89,842,19084,380,105,python,Laura Fink,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 186, 'name': 'data cleaning', 'description': None, 'totalCount': 4594, 'scriptCount': 4408, 'fullPath': 'analysis > data cleaning', 'listingUrl': None, 'tagUrl': '/tags/data-cleaning', 'id': 13202, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,925,2020-09-26,2020-09-26
Cellular Automata as a Language for Reasoning ,52,734,24629,439,43,python,arseny-n,1,gold,[],TRUE,Python,TRUE,47,2020-02-19,2020-02-19
Santander ML Explainability,55,691,26198,439,16,python,MJ Bahmani,2,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 8, 'name': 'model explainability', 'description': 'Some see machine learning models as ""black boxes"" that are difficult to interpret and explain. For this challenge, you\'re encouraged to use concepts such as feature importance, perturbation importance, and partial dependence plots to explain the predictions of an ML model.', 'totalCount': 247, 'scriptCount': 239, 'fullPath': 'technique > model explainability', 'listingUrl': None, 'tagUrl': '/tags/model-explainability', 'id': 16070, 'isInherited': False}]",TRUE,Python,FALSE,2982,2019-03-10,2019-03-10
How to choose CNN Architecture MNIST,84,452,54455,429,11,python,Chris Deotte,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 183, 'name': 'cnn', 'description': None, 'totalCount': 2137, 'scriptCount': 1954, 'fullPath': 'technique > neural networks > cnn', 'listingUrl': None, 'tagUrl': '/tags/cnn', 'id': 13415, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,4665,2018-09-24,2018-09-24
From EDA to the Top (LB 0.367),99,1,49449,439,43,python,beluga,4,gold,"[{'competitionCount': 0, 'datasetCount': 5, 'name': 'advanced', 'description': None, 'totalCount': 123, 'scriptCount': 118, 'fullPath': 'audience > advanced', 'listingUrl': None, 'tagUrl': '/tags/advanced', 'id': 13104, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 408, 'name': 'geospatial analysis', 'description': None, 'totalCount': 798, 'scriptCount': 388, 'fullPath': 'analysis > geospatial analysis', 'listingUrl': None, 'tagUrl': '/tags/geospatial-analysis', 'id': 13206, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 13, 'name': 'xgboost', 'description': None, 'totalCount': 1315, 'scriptCount': 1302, 'fullPath': 'packages > xgboost', 'listingUrl': None, 'tagUrl': '/tags/xgboost', 'id': 13403, 'isInherited': False}]",TRUE,Python,FALSE,1700,2017-09-17,2017-09-17
Data Leakage,2,1,82901,437,10,python,DanB,4,gold,[],TRUE,Python,FALSE,12,2018-01-22,2018-01-22
🩺Pulmonary Fibrosis Competition: EDA & DICOM Prep,51,1044,12169,435,8,python,Andrada Olteanu,3,gold,"[{'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 186, 'name': 'data cleaning', 'description': None, 'totalCount': 4594, 'scriptCount': 4408, 'fullPath': 'analysis > data cleaning', 'listingUrl': None, 'tagUrl': '/tags/data-cleaning', 'id': 13202, 'isInherited': False}, {'competitionCount': 106, 'datasetCount': 334, 'name': 'tabular data', 'description': None, 'totalCount': 776, 'scriptCount': 336, 'fullPath': 'data type > tabular data', 'listingUrl': None, 'tagUrl': '/tags/tabular-data', 'id': 14101, 'isInherited': False}, {'competitionCount': 85, 'datasetCount': 1237, 'name': 'image data', 'description': None, 'totalCount': 2318, 'scriptCount': 996, 'fullPath': 'data type > image data', 'listingUrl': None, 'tagUrl': '/tags/image-data', 'id': 14102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,1133,2020-08-17,2020-08-17
